LCPI,2,PM,2,LPB001,"BOTTLE PLASTIC, MESS OUT (500 ML  W/ PRINT)","BOTTLE, MO 500ML",PCKG,0,NONMOV,PC,PC,PC,1,1,10.25,42,Y,0,0,0,0,0,0,0,MTG
LCPI,2,PM,2,LPB002,"BOTTLE PLASTIC, MESS OUT (250 ML WITHOUT PRINT)","BOTTLE, MO 250ML",PCKG,0,CID,PC,PC,PC,1,1,10.15,22,Y,0,0,0,0,0,0,0,MTG
LCPI,2,PM,2,LPB003,"BOTTLE PLASTIC, BRIGHTWASH (500 ML W/ PRINT)","BOTTLE, BW 500ML",PCKG,0,CID,PC,PC,PC,1,1,5,15,Y,0,0,0,1326,0,0,0,RDR
LCPI,2,PM,2,LPB005,"BOTTLE PLASTIC, ISOPROPHYL ALCOHOL (480 ML W/ PRINT NS)","BOTTLE, IPA 480ML NS",PCKG,0,GAL,PC,PC,PC,1,1,6.45,53,Y,0,0,0,0,0,0,0,RDR
LCPI,2,PM,2,LPB006,"BOTTLE PLASTIC, ISOPROPHYL ALCOHOL (180 ML W/ PRINT NS)","BOTTLE, IPA 180ML NS",PCKG,0,GAL,PC,PC,PC,1,1,3.16,27,Y,0,0,0,0,0,0,0,RDR
LCPI,2,PM,2,LPB007,"BOTTLE PLASTIC, ISOPROPHYL ALCOHOL (480 ML W/ PRINT BF)","BOTTLE, IPA 480ML BF",PCKG,0,NONMOV,PC,PC,PC,1,1,4.3,25,Y,0,0,0,0,0,0,0,RDR
LCPI,2,PM,2,LPB008,"BOTTLE PLASTIC, ISOPROPHYL ALCOHOL (180 ML W/ PRINT BF)","BOTTLE, IPA 180ML BF",PCKG,0,GAL,PC,PC,PC,1,1,3.16,19,Y,0,0,0,0,0,0,0,RDR
LCPI,2,PM,2,LPB009,"BOTTLE PLASTIC, POVIDONE IODINE POWDER (10 G )","BOTTLE, PVP-I POW 10",PCKG,0,PHD,PC,PC,PC,1,1,2.9,12,Y,0,0,0,0,0,0,0,RDR
LCPI,2,PM,2,LPB010,"BOTTLE PLASTIC, PVP-I SOLUTION (15 ML WITH PRINT )","BOTTLE, PVP SOL 15ML",PCKG,0,PHD,PC,PC,PC,1,1,5.6,30,Y,0,0,0,0,0,0,0,RDR
LCPI,2,PM,2,LPB020,"BOTTLE PLASTIC, PVP-I SOL'N (4 L CAPACITY WITH HANDLE)","BOTTLE, PVP-I 4L",PCKG,0,NONMOV,PCS,PCS,PCS,1,1,43.81,17,Y,0,0,0,664,0,0,0,YSL
LCPI,2,PM,2,LPB021,"BOTTLE PLASTIC, PVP-I SOL'N (120 ML WEISSER)","BOTTLE, PVPSOL 120WE",PCKG,0,NONMOV,PC,PC,PC,1,1,3,2,Y,0,0,0,1530,0,0,0,DLT
LCPI,2,PM,2,LPC001,"CAP, PLASTIC MESS OUT (500ML & 250ML, YELLOW FLIP TYPE)","CAP, MO 500/250ML",PCKG,0,CID,PC,PC,PC,1,1,1.72,18,Y,0,0,0,0,0,0,0,RDR
LCPI,2,PM,2,LPC002,"CAP, PLASTIC BRIGHTWASH (500ML & 250ML, BLUE FLIP TYPE)","CAP, BW 500/250ML",PCKG,0,CID,PC,PC,PC,1,1,1,7,Y,0,0,0,0,0,0,0,RDR
LCPI,2,PM,2,LPC003,"CAP, PLASTIC ISOPROPHYL ALCOHOL NS(480ML,GREEN W/LINER)","CAP, IPA NS 480ML",PCKG,0,GAL,PC,PC,PC,1,1,0,44,Y,0,0,0,0,0,0,0,RDR
LCPI,2,PM,2,LPC004,"CAP, PLASTIC ISOPROPHYL ALCOHOL NS(180ML,GREEN W/LINER)","CAP, IPA NS 180ML",PCKG,0,GAL,PC,PC,PC,1,1,0,26,Y,0,0,0,0,0,0,0,RDR
LCPI,2,PM,2,LPC005,"CAP, PLASTIC ISOPROPHYL ALCOHOL BF(480 ML,BLUE W/LINER)","CAP, IPA BF 480ML",PCKG,0,GAL,PC,PC,PC,1,1,0,20,Y,0,0,0,52,0,0,0,RDR
LCPI,2,PM,2,LPC006,"CAP, PLASTIC ISOPROPHYL ALCOHOL BF (180ML,BLUE W/LINER)","CAP, IPA BF 180ML",PCKG,0,GAL,PC,PC,PC,1,1,0,17,Y,0,0,0,0,0,0,0,RDR
LCPI,2,PM,2,LPC009,"CAP, PLASTIC POVIDONE IODINE POWDER 10G/SOLUTION 15 ML","CAP, PVP SOL/POW15ML",PCKG,0,NONMOV,PCS,PCS,PCS,1,1,0,43,Y,0,0,0,18768,0,0,0,YSL
LCPI,2,PM,2,LPC017,"CAP, PLASTIC POVIDONE IODINE SOL'N (120 ML, WEISSER)","CAP, PVP-SOL'N 120ML",PCKG,0,NONMOV,PC,PC,PC,1,1,0,2,Y,0,0,0,0,0,0,0,RDR
LCPI,2,PM,2,LPC018,"CAP, PLASTIC MESS OUT 2/BRIGHTWASH 2L","CAP, MESSOUT 2L/BW2L",PCKG,0,CID,PC,PC,PC,1,1,0,56,Y,0,0,0,0,0,0,0,RDR
LCPI,2,PM,2,LPX011,"CORRUGATED BOX, UNIVERSAL, PVP-I (10G/15MLX72BBOT W/PRT","C.BOX, PVP-I/SOL/POW",PCKG,0,NONMOV,PCS,PCS,PCS,1,1,13.25,12,Y,0,0,0,857,0,0,0,YSL
LCPI,2,PM,2,LPX012,"CORRUGATED BOX, BRIGHTWASH PROMO PACK (18 PACKS/BOX)","C.BOX, BW PP 18",PCKG,0,NONMOV,PC,PC,PC,1,1,14,2,Y,0,0,0,0,0,0,0,MTG
LCPI,2,PM,2,LPX013,"CORRUGATED BOX, MESS OUT PROMO PACK (18 PACKS/BOX)","C.BOX, MO PP 18",PCKG,0,CID,PC,PC,PC,1,1,16.75,5,Y,0,0,0,0,0,0,0,MTG
LCPI,2,PM,2,LPL002,"LABEL, PARACETAMOL SYRUP 250 MG/5 ML (60ML CAPACITY)",LABEL PARA.SYRP 250,PCKG,0,NONMOV,LABEL,LABEL,LABEL,1,1,0.79,8,Y,0,0,0,11483,0,0,0,RDR
LCPI,2,PM,2,LPL003,"LABEL, PARACETAMOL SYRUP 125 MG/ 5 ML (60 ML)","LABEL, PARA SYP 60ML",PCKG,0,PHD,LABEL,LABEL,LABEL,1,1,0.66,3,Y,0,0,0,0,0,0,0,RDR
LCPI,2,PM,2,LPL004,"LABEL, PARACETAMOL DROPS 100 MG/ML (15 ML CAPACITY)",LABEL PARA.DROPS 100,PCKG,0,NONMOV,LABEL,LABEL,LABEL,1,1,0.45,20,Y,0,0,0,0,0,0,0,RDR
LCPI,2,PM,2,LPL005,"LABEL, CARBOCISTEIN SYRUP 100 MG/5 ML (60 ML CAPACITY)",LABEL CARBO.SYRP.100,PCKG,0,NONMOV,LABEL,LABEL,LABEL,1,1,0.57,28,Y,0,0,0,0,0,0,0,RDR
LCPI,2,PM,2,LPP001,"PLUG, ISOPROPHYL ALCOHOL (480 ML, NAT. SCENT & BF)",PLUG IPA 480 NS BF,PCKG,0,GAL,PLUG,PLUG,PLUG,1,1,0,63,Y,0,0,0,0,0,0,0,RDR
LCPI,2,PM,2,LPP002,"PLUG, ISOPROPHYL ALCOHOL (180 ML, NAT. SCENT & BF)",PLUG IPA 180 NS BF,PCKG,0,NONMOV,PLUG,PLUG,PLUG,1,1,0,40,Y,0,0,0,0,0,0,0,RDR
LCPI,2,PM,2,LPP003,"PLUG, POVIDONE IODINE SOLUTION (120 ML, WEISSER)",PLUG PVP-I SOL'N 120,PCKG,0,NONMOV,PLUG,PLUG,PLUG,1,1,0,2,Y,0,0,0,0,0,0,0,RDR
LCPI,2,PM,2,LPP004,"PLUG, PVP-IODINE POWDER 10G/PVP-IODINE SOLUTION 10ML",PLUG PVP-I POW/SOLN.,PCKG,0,NONMOV,PCS,PCS,PCS,1,1,0,44,Y,0,0,0,24670,0,0,0,YSL
LCPI,2,PM,2,LPF001,"PVC SHRINKABLE FILM, ISOPROPHYL ALCOHOL 70% 480ML NS BF",PVC S-FM IPA480 NSBF,PCKG,0,GAL,S-FILM,S-FILM,S-FILM,1,1,0.47,24,Y,0,0,0,0,0,0,0,RDR
LCPI,2,PM,2,LPF002,"PVC SHRINKABLE FILM, ISOPROPHYL ALCOHOL 180 ML NS & BF",PVC S-FM IPA180 NSBF,PCKG,0,GAL,S-FILM,S-FILM,S-FILM,1,1,0.24,17,Y,0,0,0,0,0,0,0,RDR
LCPI,2,PM,2,LPS001,"TRANSPARENT PLASTIC, BRIGHTWASH PROMO PACK",TRP PST BW PP,PCKG,0,PHD,TRPPST,TRPPST,TRPPST,1,1,0.49,3,Y,0,0,0,0,0,0,0,RDR
LCPI,2,PM,2,LPH001,"PAD,THERAHERB 150ML","PAD,THERAHERB 150ML",PCKG,0,PHD,DOZEN,DOZEN,DOZEN,1,1,0.21,2,Y,0,0,0,0,0,0,0,LJG
LCPI,2,PM,2,LPT001,"PARTITION, MESS OUT & BRIGHTWASH (250 ML, 3 PCS/SET)",PART MO & BW 250,PCKG,0,CID,PART,PART,PART,1,1,0,3,Y,0,0,0,0,0,0,0,RDR
LCPI,2,PM,2,LPD001,"INDIVIDUAL CARD, POVIDONE IODINE POWDER (10 GMS)","IDCARD, PVP POW 10G",PCKG,0,PHD,IDCARD,IDCARD,IDCARD,1,1,1.4,12,Y,0,0,0,5006,0,0,0,RDR
LCPI,2,PM,2,LPD002,"INDIVIDUAL CARD, POVIDONE IODINE 10% SOLUTION (15 ML)","IDCARD, PVP SOL 15",PCKG,0,PHD,IDCARD,IDCARD,IDCARD,1,1,1.95,24,Y,0,0,0,0,0,0,0,RDR
LCPI,2,PM,2,LPD004,"INDIVIDUAL CARD, MESS OUT PROMO PACK","IDCARD, MO-PP",PCKG,0,PHD,IDCARD,IDCARD,IDCARD,1,1,2.2,5,Y,0,0,0,0,0,0,0,RDR
LCPI,2,RM,1,LRMA15,POVIDONE IODINE POWDER,PVP-I POWDER,PCKG,0,CID,KG,KG,KG,1,1,780,41,Y,0,0,0,59.1425,0,0,0,YSL
LCPI,2,RM,1,LRMA03,BROMHEXINE HYDROCHLORIDE,BROMHEXINE HCL,PCKG,0,PHD,GM,KG,GM,1,1,0,1,Y,0,0,0,0,0,0,0,LJG
LCPI,2,RM,1,LRMA05,CARBOCISTEINE POWDER,CARBOCISTEIN (SCMC),PCKG,0,PHD,G,KG,G,1,1,0.6,45,Y,0,0,0,55840,0,0,0,MDB
LCPI,2,RM,1,LRMA07,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE M,PCKG,0,PHD,G,KG,G,1,1,0,2,Y,0,0,0,13549.6,0,0,0,LJG
LCPI,2,RM,1,LRMA08,VITAMIN A PALMITATE 1.7 MIU,VITAMIN A PAL.1.7MIU,PCKG,0,PHD,GM,KG,GM,1,1,5.3,7,Y,0,0,0,17568.19602,0,0,0,LGD
LCPI,2,RM,1,LRMA10,GUAIFENESIN (GLYCERYL GUIACOL),GUAIFENESIN (GG),PCKG,0,PHD,GM,KG,GM,1,1,0.67,23,Y,0,0,0,13473.42,0,0,0,MTG
LCPI,2,RM,1,LRMA12,ISOPROPHYL ALCOHOL (IPA),ISOPROPHYL ALCOHOL,PCKG,0,GAL,ML,LTR,ML,1,1,0.035,72,Y,0,0,0,0,0,0,0,MTG
LCPI,2,RM,1,LRMC01,ATOMIC RICE HULL,RH-08,PCKG,0,CPD-LOC,KG,KG,KG,1,1,1.75,30,Y,0,0,0,0,0,0,0,RDR
LCPI,2,RM,1,LRMC02,CORNSTARCH (CS-10 PHARMA),CS-10 PHARMA(CORNSTA,PCKG,0,PHD,G,G,G,1,1,0.03,38,Y,0,0,0,3088.798,0,0,0,YSL
LCPI,2,RM,1,LRMC03,LACTOSE SAPUTO,LT-07 SAPUTO,PCKG,0,VET,KG,KG,KG,1,1,49.5,66,Y,0,0,0,0,0,0,0,DLT
LCPI,2,RM,1,LRMC04,DEXTROSE ANHYDROUS (DX-08),DEXTROSE ANHYDROUS,PCKG,0,PHD,KG,KG,KG,1,1,41,140,Y,0,0,0,1241.2576,0,0,0,LNM
LCPI,2,RM,1,LRMC05,TALC POWDER,TC-04,PCKG,0,PHD,KG,KG,KG,1,1,11,18,Y,0,0,0,18.764,0,0,0,MTG
LCPI,2,RM,1,LRMP01,CABOSIL ( COLLOIDAL SILICON DIOXIDE ),CL-07(CABOSIL),PCKG,0,PHD,KG,KG,KG,1,1,390,110,Y,0,0,0,132.75335,0,0,0,JPM
